Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
PSP,2010,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,8.6,T
3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,8.2,T
PS2,2006,Action,Capcom,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
GBA,2002,Platform,THQ,0.19,0.07,0.0,0.0,0.26,71.0,7.5,
GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,7.2,E
GBA,2005,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26,71.0,8.3,E
PS,2000,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,76.0,7.5,E
GC,2002,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,67.0,7.6,T
PS2,2002,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,71.0,7.5,
DS,2011,Adventure,Capcom,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
PS3,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,7.8,T
Wii,2007,Simulation,THQ,0.23,0.01,0.0,0.02,0.26,71.0,5.0,E
DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,71.0,7.5,
PSP,2006,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,6.6,T
X360,2012,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,3.5,E
PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
Wii,2009,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,4.5,E
GBA,2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,71.0,7.5,
XOne,2016,Sports,Take-Two Interactive,0.12,0.12,0.0,0.02,0.26,68.0,5.5,T
GBA,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,71.0,7.5,
X360,2007,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,73.0,7.1,T
GBA,2004,Adventure,Banpresto,0.0,0.0,0.25,0.01,0.26,71.0,7.5,
PS2,2002,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59.0,9.0,E
XOne,2015,Racing,Slightly Mad Studios,0.11,0.13,0.0,0.02,0.26,81.0,5.8,E
PSP,2009,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78.0,6.9,E
PS,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8.9,E
Wii,2011,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26,59.0,7.9,
PS3,2014,Action,Activision,0.06,0.14,0.02,0.04,0.26,71.0,7.5,
PSP,2009,Misc,Sega,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
PSP,2008,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
PSP,2009,Action,Capcom,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
N64,1999,Shooter,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,71.0,7.5,
N64,1996,Action,Activision,0.21,0.05,0.0,0.0,0.26,71.0,7.5,
N64,2000,Simulation,LucasArts,0.21,0.05,0.0,0.0,0.26,71.0,7.5,
N64,1999,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26,71.0,7.5,
PS2,2007,Sports,Electronic Arts,0.13,0.1,0.0,0.03,0.26,71.0,5.0,E
PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73.0,8.7,T
Wii,2009,Misc,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,71.0,7.5,E
PS2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44.0,6.7,T
GBA,2002,Adventure,NewKidCo,0.19,0.07,0.0,0.0,0.26,71.0,7.5,E
PS3,2014,Action,Sega,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
DS,2008,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,71.0,7.5,E
Wii,2009,Misc,Konami Digital Entertainment,0.16,0.07,0.0,0.02,0.26,49.0,7.5,T
XB,2003,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,77.0,8.4,M
GC,2001,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,5.8,T
2600,1981,Sports,Atari,0.24,0.01,0.0,0.0,0.26,71.0,7.5,
PS2,2009,Sports,Electronic Arts,0.12,0.01,0.0,0.13,0.26,71.0,7.5,E
Wii,2008,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.26,71.0,7.5,E
DS,2007,Strategy,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
XB,2003,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26,71.0,7.5,
Wii,2009,Simulation,Ubisoft,0.24,0.0,0.0,0.02,0.26,71.0,7.5,E
PS,2000,Racing,Acclaim Entertainment,0.14,0.1,0.0,0.02,0.26,71.0,7.5,
PS3,2008,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,7.9,T
PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67.0,8.4,T
GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,7.4,E
PS3,2014,Action,Tecmo Koei,0.0,0.0,0.26,0.0,0.26,71.0,8.0,T
GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26,71.0,7.5,
Wii,2009,Sports,Take-Two Interactive,0.14,0.09,0.0,0.03,0.26,55.0,7.5,T
Wii,2009,Racing,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,8.6,E
PS2,2005,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.26,59.0,7.5,E
SAT,1997,Fighting,Capcom,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
XB,2005,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26,88.0,9.1,T
PS2,2004,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64.0,6.9,T
PS,1998,Fighting,Virgin Interactive,0.14,0.1,0.0,0.02,0.26,71.0,7.5,
PS3,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70.0,6.6,T
DS,2008,Adventure,Game Factory,0.24,0.0,0.0,0.02,0.26,71.0,7.5,E
PS4,2016,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68.0,6.8,T
SAT,1996,Sports,Sega,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
Wii,2009,Simulation,Electronic Arts,0.21,0.02,0.0,0.02,0.26,71.0,7.5,E
Wii,2009,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,64.0,7.5,E10+
PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,78.0,9.0,M
DS,2011,Shooter,Activision,0.19,0.04,0.0,0.02,0.26,71.0,7.5,
XB,2005,Misc,THQ,0.19,0.06,0.0,0.01,0.26,71.0,7.5,
X360,2013,Action,Capcom,0.12,0.1,0.02,0.02,0.26,75.0,7.4,M
X360,2010,Sports,Activision,0.17,0.06,0.0,0.02,0.26,53.0,6.6,E
PS,1998,Racing,Takara,0.0,0.0,0.24,0.02,0.26,71.0,7.5,
PS3,2012,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,74.0,8.4,T
GC,2004,Platform,Activision,0.2,0.05,0.0,0.01,0.26,71.0,7.5,
X360,2013,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,54.0,6.2,M
PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,80.0,8.5,E10+
GBA,2002,Platform,Electronic Arts,0.18,0.07,0.0,0.0,0.26,71.0,7.5,
PS3,2007,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26,78.0,6.5,M
PS,1999,Simulation,From Software,0.07,0.05,0.13,0.02,0.26,71.0,7.5,
SNES,1999,Strategy,Nintendo,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
DS,2006,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.0,8.4,M
2600,1987,Shooter,Atari,0.24,0.01,0.0,0.0,0.26,71.0,7.5,
X360,2008,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,47.0,7.1,M
X360,2005,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,7.5,T
SAT,1997,Role-Playing,Hudson Soft,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
DS,2005,Platform,Ubisoft,0.21,0.03,0.0,0.02,0.26,58.0,7.6,E
PS2,2007,Simulation,Banpresto,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
GBA,2002,Racing,Liquid Games,0.18,0.07,0.0,0.0,0.26,49.0,7.5,E
PC,2008,Strategy,Microsoft Game Studios,0.04,0.18,0.0,0.04,0.26,71.0,8.4,E
GC,2002,Sports,Infogrames,0.2,0.05,0.0,0.01,0.26,71.0,7.5,
XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,79.0,8.1,E
PS2,2004,Racing,Activision,0.13,0.1,0.0,0.03,0.26,77.0,8.1,E
PS2,2009,Adventure,Eidos Interactive,0.0,0.21,0.0,0.04,0.26,71.0,7.5,
PS,1999,Sports,Electronic Arts,0.14,0.1,0.0,0.02,0.26,71.0,7.5,
PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58.0,7.8,E
GBA,2002,Strategy,Banpresto,0.0,0.0,0.25,0.01,0.26,71.0,7.5,
DS,2008,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,46.0,3.6,E10+
GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,8.2,T
PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73.0,6.0,E
SAT,1996,Role-Playing,NEC,0.0,0.0,0.26,0.0,0.26,71.0,7.5,
DS,2010,Action,THQ,0.12,0.11,0.0,0.02,0.26,71.0,7.5,E
DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63.0,8.6,T
XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,77.0,7.9,T
DS,2004,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,7.7,E
GC,2004,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,8.5,E
DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,73.0,8.4,E
GBA,2001,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84.0,7.4,T
XB,2003,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,77.0,8.8,T
PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04,0.25,94.0,8.1,M
PS,1998,Sports,Axela,0.0,0.0,0.24,0.02,0.25,71.0,7.5,
SAT,1998,Strategy,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
DS,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.25,79.0,7.9,E
PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25,56.0,8.6,E10+
Wii,2010,Shooter,Mastiff,0.24,0.0,0.0,0.01,0.25,71.0,7.5,T
DS,2007,Sports,Electronic Arts,0.23,0.0,0.0,0.02,0.25,71.0,7.5,E
PSP,2007,Misc,Crave Entertainment,0.24,0.0,0.0,0.02,0.25,71.0,7.5,
PS,1999,Role-Playing,3DO,0.14,0.1,0.0,0.02,0.25,71.0,7.5,
PS3,2015,Action,Namco Bandai Games,0.0,0.06,0.19,0.01,0.25,71.0,3.7,T
PS2,2009,Action,LucasArts,0.17,0.01,0.0,0.08,0.25,71.0,8.3,T
GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,8.5,E
PSP,2007,Racing,Sega,0.03,0.15,0.0,0.07,0.25,74.0,7.2,E
PSP,2005,Racing,Codemasters,0.0,0.25,0.0,0.0,0.25,71.0,7.5,
PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46.0,4.6,E
SNES,1991,Strategy,Tecmo Koei,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
GBA,2006,Platform,Vivendi Games,0.18,0.07,0.0,0.0,0.25,71.0,7.5,E
DS,2006,Action,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.25,71.0,7.5,
XOne,2015,Role-Playing,Square Enix,0.16,0.07,0.0,0.02,0.25,71.0,7.5,
X360,2008,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69.0,7.8,E
XB,2005,Misc,Activision,0.19,0.05,0.0,0.01,0.25,52.0,7.5,E10+
PS3,2008,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.25,65.0,7.5,E
X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,52.0,5.2,M
SAT,1994,Shooter,Acclaim Entertainment,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
GB,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
GC,2006,Action,Midway Games,0.2,0.05,0.0,0.01,0.25,71.0,8.6,E
3DS,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25,71.0,7.5,E
DS,2007,Misc,505 Games,0.24,0.0,0.0,0.02,0.25,71.0,7.5,E
PS2,2003,Misc,Disney Interactive Studios,0.12,0.1,0.0,0.03,0.25,56.0,7.5,E
XB,2002,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,64.0,7.5,E
PS,1998,Fighting,Titus,0.14,0.1,0.0,0.02,0.25,71.0,7.5,
GBA,2002,Platform,Disney Interactive Studios,0.18,0.07,0.0,0.0,0.25,71.0,7.5,
PSP,2010,Misc,Sega,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
Wii,2009,Action,Activision,0.14,0.09,0.0,0.02,0.25,69.0,7.5,E10+
PS,1994,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25,71.0,7.5,
XB,2001,Misc,Microsoft Game Studios,0.19,0.05,0.0,0.01,0.25,71.0,7.5,
PS,1999,Misc,Ubisoft,0.14,0.1,0.0,0.02,0.25,71.0,7.5,
PC,2010,Simulation,Ubisoft,0.0,0.21,0.0,0.05,0.25,62.0,3.5,T
XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80.0,7.7,E
PS,2000,Shooter,Sunsoft,0.14,0.1,0.0,0.02,0.25,71.0,7.5,
Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64.0,5.6,E10+
PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86.0,6.9,E10+
3DS,2014,Adventure,Little Orbit,0.04,0.19,0.0,0.02,0.25,71.0,7.5,E10+
PS3,2014,Misc,Ubisoft,0.13,0.08,0.0,0.04,0.25,71.0,6.8,E10+
3DS,2015,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67.0,7.1,E10+
PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71.0,6.4,T
PS,1996,Racing,Psygnosis,0.14,0.1,0.0,0.02,0.25,93.0,8.7,
PC,2011,Action,LucasArts,0.1,0.13,0.0,0.03,0.25,76.0,7.5,E10+
PS,2001,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25,30.0,6.3,E
PS2,2008,Action,Tecmo Koei,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
X360,2006,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53.0,6.7,M
DS,2011,Misc,D3Publisher,0.12,0.11,0.0,0.02,0.25,71.0,7.5,E10+
PS4,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,59.0,7.1,M
PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57.0,6.2,M
XB,2004,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,73.0,8.0,M
GBA,2001,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25,88.0,7.5,E
Wii,2010,Simulation,Atari,0.23,0.0,0.0,0.02,0.25,71.0,7.5,E
DS,2009,Misc,Ubisoft,0.2,0.02,0.0,0.03,0.25,71.0,7.5,E
GC,2005,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25,71.0,7.9,T
GC,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25,71.0,8.7,E
X360,2007,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85.0,8.2,E10+
GBA,2001,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25,48.0,7.5,E
PS3,2009,Misc,Disney Interactive Studios,0.17,0.05,0.0,0.03,0.25,71.0,7.5,E
PS2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25,83.0,8.5,E
WS,2001,Role-Playing,SquareSoft,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
PS3,2010,Action,Deep Silver,0.05,0.15,0.0,0.05,0.25,42.0,3.8,T
PS,1997,Role-Playing,Gust,0.0,0.0,0.23,0.02,0.25,71.0,7.5,
XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,79.0,8.4,E10+
GBA,2004,Misc,Majesco Entertainment,0.18,0.07,0.0,0.0,0.25,71.0,7.5,E
DS,2008,Simulation,Ubisoft,0.23,0.0,0.0,0.02,0.25,71.0,7.0,E
PC,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.02,0.25,72.0,5.9,E10+
Wii,2010,Misc,Zoo Games,0.23,0.0,0.0,0.02,0.25,71.0,3.0,E
XB,2004,Misc,Atari,0.19,0.05,0.0,0.01,0.25,68.0,7.5,E
PS,2000,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25,53.0,7.4,T
DS,2007,Simulation,Empire Interactive,0.09,0.14,0.0,0.02,0.25,49.0,7.5,E
XB,2003,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,74.0,8.3,M
PS3,2009,Action,THQ,0.15,0.06,0.0,0.03,0.25,65.0,6.5,E10+
NG,1994,Fighting,SNK,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
DS,2009,Misc,Mentor Interactive,0.23,0.0,0.0,0.02,0.25,71.0,7.5,
X360,2009,Action,THQ,0.25,0.0,0.0,0.0,0.25,71.0,7.5,
DS,2010,Misc,Ubisoft,0.21,0.02,0.0,0.02,0.25,64.0,6.6,E10+
X360,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25,78.0,7.3,E
X360,2006,Racing,THQ,0.22,0.01,0.0,0.02,0.25,65.0,6.1,E
N64,1998,Sports,Fox Interactive,0.2,0.05,0.0,0.0,0.25,71.0,7.5,
N64,1997,Misc,Take-Two Interactive,0.2,0.05,0.0,0.0,0.25,71.0,7.5,
N64,1997,Racing,Ocean,0.2,0.05,0.0,0.0,0.25,71.0,7.5,
N64,1997,Racing,Ubisoft,0.11,0.13,0.0,0.01,0.25,71.0,7.5,
N64,1998,Action,GT Interactive,0.2,0.05,0.0,0.0,0.25,71.0,7.5,
N64,1997,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25,71.0,7.5,
N64,1999,Sports,Nintendo,0.2,0.05,0.0,0.0,0.25,71.0,7.5,
N64,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0.0,0.25,71.0,7.5,
N64,1999,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25,71.0,7.5,
PS3,2014,Misc,Sega,0.09,0.03,0.1,0.03,0.25,78.0,8.6,T
DS,2009,Role-Playing,Hudson Soft,0.07,0.03,0.14,0.01,0.25,36.0,7.5,E
Wii,2008,Misc,Hudson Soft,0.0,0.0,0.25,0.0,0.25,71.0,7.5,E10+
X360,2008,Action,Activision,0.12,0.1,0.0,0.03,0.25,62.0,7.5,E10+
PC,2013,Racing,Electronic Arts,0.04,0.19,0.0,0.02,0.25,76.0,3.3,E10+
PS2,2008,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38.0,6.8,T
GC,2003,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,81.0,8.5,T
PS2,2005,Platform,THQ,0.12,0.1,0.0,0.03,0.25,71.0,7.5,
PS,1996,Racing,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.25,71.0,7.5,
XB,2005,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25,75.0,7.1,T
Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25,63.0,6.9,T
PS,1998,Misc,Interplay,0.14,0.09,0.0,0.02,0.25,71.0,7.5,
PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25,69.0,6.7,M
PS2,2003,Sports,Sega,0.12,0.1,0.0,0.03,0.25,87.0,8.7,E
Wii,2007,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57.0,6.2,T
SAT,1998,Sports,Sega,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
PSP,2009,Action,Activision,0.11,0.09,0.0,0.05,0.25,63.0,7.8,T
X360,2006,Action,THQ,0.21,0.02,0.0,0.02,0.25,70.0,7.5,M
SAT,1998,Adventure,NEC Interchannel,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
Wii,2007,Action,THQ,0.23,0.0,0.0,0.02,0.25,71.0,7.5,
X360,2008,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,56.0,6.4,T
WiiU,2015,Role-Playing,Nintendo,0.12,0.05,0.06,0.02,0.25,71.0,7.5,
DS,2009,Adventure,Take-Two Interactive,0.23,0.0,0.0,0.02,0.25,71.0,7.5,E
PS3,2015,Action,Sega,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64.0,7.4,T
PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25,71.0,7.5,
GBA,2002,Role-Playing,Natsume,0.18,0.07,0.0,0.0,0.25,71.0,7.5,
GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.01,0.25,71.0,7.5,
X360,2011,Action,THQ,0.16,0.06,0.0,0.02,0.25,71.0,7.5,
X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.25,57.0,7.1,E10+
PS,1998,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25,71.0,7.5,
X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25,57.0,6.8,T
DS,2006,Role-Playing,Nintendo,0.0,0.01,0.24,0.0,0.25,71.0,7.5,
PS2,2002,Sports,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
Wii,2011,Misc,THQ,0.22,0.01,0.0,0.02,0.25,71.0,7.5,
PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.03,0.25,83.0,7.9,M
PS2,2008,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43.0,5.4,T
2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.25,71.0,7.5,
XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,70.0,7.4,T
PS,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25,89.0,6.6,E
Wii,2009,Sports,505 Games,0.17,0.06,0.0,0.02,0.25,71.0,7.5,E
PS,2000,Racing,Electronic Arts,0.14,0.09,0.0,0.02,0.25,71.0,7.5,
PS2,2006,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51.0,7.5,T
Wii,2008,Simulation,Ubisoft,0.22,0.0,0.0,0.02,0.25,71.0,7.5,E
PS2,2001,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25,71.0,7.5,
DS,2009,Simulation,Electronic Arts,0.23,0.0,0.0,0.02,0.25,71.0,7.5,E
GC,2005,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25,55.0,7.9,E
PS2,2007,Racing,THQ,0.12,0.09,0.0,0.03,0.25,67.0,7.5,E
X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65.0,7.2,T
X360,2009,Racing,Activision,0.14,0.09,0.0,0.02,0.25,71.0,6.0,E
PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25,71.0,7.5,
Wii,2009,Role-Playing,Capcom,0.0,0.0,0.25,0.0,0.25,71.0,7.5,
PSP,2008,Sports,Electronic Arts,0.06,0.12,0.0,0.06,0.25,71.0,7.5,
PS3,2008,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.25,59.0,6.1,E10+
DS,2009,Action,Activision,0.16,0.07,0.0,0.02,0.25,50.0,6.8,T
Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25,53.0,6.1,T
PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83.0,7.1,T
PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25,71.0,7.5,
PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,71.0,7.5,
GC,2002,Misc,Atari,0.19,0.05,0.0,0.01,0.25,71.0,7.5,E
Wii,2010,Misc,Mindscape,0.0,0.21,0.0,0.04,0.25,71.0,7.5,
PS3,2007,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74.0,4.7,E
PS2,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77.0,8.0,T
PS3,2009,Shooter,Vivendi Games,0.12,0.09,0.0,0.04,0.25,80.0,7.7,M
PSP,2009,Role-Playing,Activision,0.17,0.04,0.0,0.04,0.25,71.0,7.5,T
PS,1997,Racing,Takara,0.0,0.0,0.23,0.02,0.25,71.0,7.5,
PS3,2014,Adventure,Activision,0.11,0.09,0.0,0.04,0.25,71.0,5.9,E10+
PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.18,0.01,0.25,71.0,7.5,
GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82.0,6.2,T
GBA,2002,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25,63.0,7.5,E
PS3,2010,Racing,Activision,0.21,0.02,0.0,0.02,0.25,71.0,6.3,E
PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0.0,0.05,0.25,56.0,4.9,E
X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25,39.0,5.0,M
X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58.0,4.4,M
GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25,71.0,7.5,
PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0.0,0.02,0.25,88.0,7.3,E10+
PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.25,71.0,7.5,
Wii,2010,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.25,62.0,7.5,E
PS4,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0.0,0.04,0.25,63.0,6.3,T
GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71.0,7.4,E
XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.25,64.0,5.3,E
DS,2011,Misc,Activision,0.23,0.0,0.0,0.02,0.25,71.0,7.5,E
GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25,66.0,7.5,E
GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25,71.0,7.5,
